id,title,location_drawer,location_number,difficulty,status,year_published,date_acquired,purchase_price,purchase_source,lend_start_date,expected_return_date,rental_start_date,rental_end_date,rental_fee,borrowing_start_date,expected_borrowing_return_date,duration,score_missing,notes,date_added,date_updated,borrowing_organization_id,lending_organization_id,publisher_id,renting_organization_id
430,El Tempesto,9,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
431,Jerome Kern Songs,17,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
432,Roberta,1,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
433,Show Boat,18,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
434,Silhouettes - Medley of Jerome Kern Melodie,9,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
435,Smoke Gets in your Eyes,18,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
436,In a Persian Market,39,22,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
437,In a Monastery Garden,3,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
438,Star Spangled Banner - Navy edition,50,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
439,Gallop from Masquerade Suite,16,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
440,Saber Dance,2,22,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
441,In Honour Bound March,46,31,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
442,Barnum and Bailey's Favorite March,37,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
443,Big Cage,38,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
444,Broadway One-Step,30,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
445,Circus Days Galop,47,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
446,Glory of Egypt,2,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
447,Goldman Band March,48,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
448,Hosts of Freedom,29,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
449,King Henry March,47,27,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
450,Lieutenant-Commander March,48,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
451,New Corn Palace March,46,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
452,Trombone King,49,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
453,Viking March,45,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
454,Smoky Mountain Suite,10,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
455,Kunihild,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
456,Tubby the Tuba,11,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
457,Billboard March,37,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
458,Soaring Eagle March,45,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
459,Sea Songs,28,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
460,God of Our Fathers,35,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
461,Ballad for Piano and Band,7,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
462,LCB Opener,38,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
463,Tango Sweet I and II,32,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
464,Prospect,29,22,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
465,Sea Portrait: A Tone Painting,18,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
466,Sequoia: A Tone Painting,18,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
467,Selections from Love Story (Piano solo &band),2,37,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
468,Theme from Love Story,10,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
469,MSU Fight Song / alma mater / america,38,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
470,MSU fight song (only),38,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
471,Concerto for Trombone,13,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
472,Concertino for Trombone,27,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
473,34th Division March,50,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
474,Band of America March,37,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
475,Cavatina from Ernani - Solo for Bb Clarinet,3,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
476,Nokomis,3,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
477,Pennsylvania Polka,47,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
478,Marche Des Parachutistes Belges (Belgian P ,3,36,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
479,Four Heralds,2,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
480,Trumpeters,2,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
481,Four Leaf Clover (Trombone or Sax Quartet),13,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
482,Dream is America (1975),24,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
483,Man of La Mancha,20,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
484,Overture Orientale,3,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
485,Camelot March,2,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
486,"Five Foot Two, Eyes of Blue",46,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
487,Serenade for a Picket Fence (Perc for 1-3),,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
488,Glow Worm,3,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
489,Midnight Fire Alarm,23,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
490,Repasz Band March,37,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
491,Invercargill,48,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
492,Eagles Fight Song (Eastern Michigan Fight),27,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
493,Eastern Michigan Fight Song - Eagles Fight  ,27,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
494,Guys and Dolls Overture,16,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
495,Brigadoon Overture,1,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
496,Gigi,16,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
497,Overture from Brigadoon,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
498,Joi,11,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
499,Twas the Night Before Christmas,23,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
500,Central Michigan Fight - Fighting Chippewa,27,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
501,Fighting Chippewa (Central Michigan Fight),27,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
502,Gallito,33,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
503,Gloria March,45,33,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
504,March 'Onwardl' (Aufwarts),10,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
505,Columbia Commandery March No. 63 N.T.,46,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
506,Symphony No. 3 - Finale,29,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
507,Fantasia in G,28,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
508,Ferdinand the Bull,3,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
509,Dixie Polka,12,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
510,Hail to the Fleet,16,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
511,Decision '76,11,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
512,Great Waldo Pepper,19,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
513,Marches of Mancini,13,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
514,"Mr. Lucky, Selections from",10,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
515,Toy Tiger,19,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
516,Beautiful Music,12,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
517,Believe Me If All Those Endearing Young Charms,26,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
518,Espanacani,2,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
519,Alex and the Phantom Band,31,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
520,Rollo Takes a Walk,26,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
521,Meditation from Thais,29,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
522,Chant and Jubilo,9,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
523,Masque,17,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
524,Fugato on a Well-Known Theme,9,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
525,Lights Out March,47,28,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
526,Downbeat March,45,38,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
527,American Patrol,26,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
528,Concertpiece No. 2 (Opus 114 for 2 Clarinets,26,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
529,Ruy BIas Overture,10,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
530,Little Mermaid,33,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
531,Canzona,9,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
532,Men of Wisconsin,47,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
533,Symbol of Honor March,48,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
534,La Chiquita,2,26,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
535,Discover America ,49,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
536,When Johnny Comes Marching Home,50,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
537,An American Week End,24,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
538,Hoopla (for flute or piccolo and band),22,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
539,Macarena,48,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
540,Accolade,2,33,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
541,Marcho Poco,22,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
542,MSU shadows ,51,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
543,MSU Shadows / fight song / america,38,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
544,In Silent Thought,46,32,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
545,Nightfall (for Eb Sax and band),23,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
546,Up the Street March,45,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
547,I'm Old fashioned,33,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
548,South,45,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
549,Pictures at an Exhibition,8,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
550,Cosi Fan Tutti,21,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
551,Impressario Overture,21,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
552,Marriage of Figaro,17,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
553,Marriage of Figaro Volumes 1&2 arr for 8 winds,39,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
554,Romanza (Solo for French Hom and band),18,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
555,Down South,2,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
556,Constellation Concert March,22,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
557,Caucasian Passacaglia,1,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
558,Festivo,22,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
559,Praise to the Lord,7,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
560,Courtly Airs and Dances,4,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
561,Danza Cappricio,4,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
562,Morning Alleluias for Winter Solstice,27,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
563,Rocky Point Holiday,26,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
564,Reflective Mood (Trombone Solo),3,29,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
565,Tribute to Stephen Foster,13,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
566,Vaquero,10,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
567,"Toy Story 2, Music From",31,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
568,North Star Overture,14,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
569,Concerto for Trumpet and Winds,2,35,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
570,Holiday in Paris,9,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
571,Orpheus,9,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
572,Orpheus Overture,18,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
573,USA Star Spangled Banner,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
574,650 East,37,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
575,"Oh Johnny, Oh Johnny, Oh",47,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
576,Beguine for Band,25,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
577,Bolero for Band,25,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
578,Bandology Concert March,9,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
579,Mustang,1,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
580,Nutmeggers,1,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
581,Academic Memorial,24,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
582,Falcons March (Bowling Green State U),46,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
583,"Hi, Neighbor",46,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
584,El Relicario,2,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
585,El Relicario,5,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
586,Motet 'Laudate Dominum in Typanis',17,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
587,On the Square March,48,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
589,Veterans' March,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
590,Minuteman.(Concert March),17,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
591,Fandango,22,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
592,Divertimento for Band Op 42,5,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
593,Ciribiribin,46,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
594,Concert Rhumba,9,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
595,Ceremonial Recessional,21,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
596,Most Wonderful Time of the Year,6,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
597,Night and Day,3,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
598,Wedding Dance,5,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
599,Pageant Overture,18,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
600,Percussion Espagnole,10,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
601,"Athletic Festival March - Opus 69, No. I",1,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
602,Love of Three Oranges,17,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
603,March (Opus 99),26,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
604,Midnight Sleigh Ride,35,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
605,Peter and the Wolf,8,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
606,Soldiers of Fortune March,45,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
607,Whistler and his Dog,33,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
608,Hair,1,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
609,Bolero,27,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
610,Armenian Dances (Part 1),7,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
611,Ballade - for Solo Eb Alto Sax and Band,9,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
612,El Camino Real,27,22,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
613,Festival Prelude,15,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
614,Hounds of Spring,8,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
615,Pledge of Allegiance,18,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
616,Praise Jerusalem,7,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
617,Third Suite for Band,14,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
618,Heart of the Morn,7,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
619,La Fiesta Mexicana,1,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
620,Spiritual for Band,19,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
621,Do You Hear What I Hear/Snow Bells,22,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
622,Fanfare for New Beginnings,39,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
623,Pines of Rome,37,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
624,Pines of the Appian Way,23,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
625,Emblem of Unity March,22,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
626,Golden Bear,45,35,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
627,Hail Miami,13,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
628,Beachcomber,35,24,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
629,Golden Cockerel,16,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
630,Tsar's Bride,23,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
631,Procession of Nobles,7,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
632,Pomp and Chivalry,3,22,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
