id,title,location_drawer,location_number,difficulty,status,year_published,date_acquired,purchase_price,purchase_source,lend_start_date,expected_return_date,rental_start_date,rental_end_date,rental_fee,borrowing_start_date,expected_borrowing_return_date,duration,score_missing,notes,date_added,date_updated,borrowing_organization_id,lending_organization_id,publisher_id,renting_organization_id
841,By the Time I Get to Phoenix,50,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
842,Andrew Lloyd Webber: A Symphonic Portrait,31,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
843,Phantom of the Opera,27,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
844,Second Concerto for Clarinet,21,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
845,Polka and Fugue from Schwanda the Bagpip,15,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
846,Irish Beauties,47,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
847,Celebration of Christmas,35,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
848,Il Signor Bruschino Overture,21,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
849,"Concertino for Solo Timpani, Winds & Perc",28,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
850,Unisonal Scales,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
851,Tribute to Rudy Wiedoeft,3,34,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
852,Dedicatory Overture,20,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
853,Laredo Paso Doble,1,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
854,"Sinfonians, The",27,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
855,Symphonic Dance No. 2 'The Maskers',9,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
856,Symphonic Dance No. 3 'Fiesta',23,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
857,March Moderne,47,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
858,Cowboys,15,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
860,Indiana Jones & The Temple of Doom,6,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
861,Liberty Fanfare,15,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
862,Midway March,38,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
863,Selections from E. T.,6,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
864,Star Wars,11,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
865,Rhapsody for Concert Band & Jazz Ensembl,28,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
866,We've Only Just Begun,10,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
867,"Music Man, Selections from",15,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
868,Seventy Six Trombones,30,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
869,Frescoes,16,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
870,Overture from Kismet,3,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
871,Alpha and Omega,24,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
872,Big Bass Drum,3,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
873,Four Fanfares,46,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
874,Star Spangled Banner,49,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
806,Sea Songs,8,4,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-05 15:50:32.166793+00,,,,
875,Tea for Two,2,27,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
876,Around the World,46,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
877,Celebrations,6,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
878,Chorale and Shaker Dance,7,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
879,Psalm 46,6,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
880,Lion King,35,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
881,Anchors Aweigh - The Song of the Navy ,49,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
882,Adeste Fideles -jazz band Kenton,6,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
883,Aida,2,25,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
884,Al Hirt,24,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
885,Alexander's Ragtime Band,13,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
886,Amazing Grace,35,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
887,American Melodies,47,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
888,American Trilogy w brass quintet,35,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
889,American Trilogy w Xyl/Trpt/Tuba,35,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
891,"Band Played On, The",29,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
892,Be Thou My Vision,35,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
893,Big Band Cavalcade,5,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
894,Big Band Dixie,12,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
895,Bricusse & Newley on Broadway,15,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
896,Caribbean Christmas,25,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
897,Carnival of Melody,2,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
898,"Cats, Selections from",38,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
899,Children's Concert Misc ensemble pieces,30,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
900,Christmas Assembly,24,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
901,"Christmas Greeting, A",8,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
902,Christmas Suite,4,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
903,Classic Miniatures,49,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
904,Danny Boy,29,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
905,Disney Around the World,31,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
906,Dixie,47,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
907,Dixie,50,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
908,Duke Ellington in Concert,12,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
909,"Fanfare & Procession, Fanfare & Recessional",13,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
910,Fantasy on MSU Songs short version,28,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
911,Fantasy on MSU Songs uncut version,28,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
912,Favorite Classics,47,24,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
913,Faygo theme,5,9,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
914,Feist Football Medley,46,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
916,Fireside Christmas,6,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
917,From an 18th Century Album,12,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
918,"Gershwin Fantasy, A (Brass/Percussion)",27,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
919,Gershwin!,14,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
920,Get Together - Light My Fire,10,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
921,Golden Age of the Xylophone,39,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
922,Grand Grand Overture,14,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
923,Great Themes from Great Italian Movies,16,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
924,Greensleeves,5,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
925,Greensleeves,32,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
926,Haydn Suite (for woodwind choir),13,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
927,Homefront,35,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
928,Hooray for Hollywood,14,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
929,House of the Rising Sun,21,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
930,I'll Be Seeing You,4,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
931,I'll Never Pass This Way Again,4,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
932,It Came Upon a Midnight Clear,32,21,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
933,"It's A Long, Long Way to Tipperary",46,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
934,It's Broadway!,13,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
935,It's Christmas,8,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
936,Jingle Bells,32,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
937,Joshua,48,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
938,Just A Closer Walk with Thee,4,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
939,La Virgen de Ia Macarena (Trumpet Solo),6,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
940,Lighter Side of Christmas,24,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
941,Lustspiel Overture,21,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
942,Many Moods of Christmas Suite One,28,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
943,Marines Hymn,51,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
944,Martha,2,28,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
945,Michael Jackson Spectacular,13,17,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
946,Moon Over Miami,46,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
947,MSU Pregame Fight ,27,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
948,Muppets' Greatest Hits,14,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
949,Neil Diamond in Concert (LanSwingers have,15,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
950,"Nightingale Sang in Berkeley Square, A",33,25,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
952,Over There,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
953,Patriotic Sing-A-Long,38,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
954,Pregame Fight (MSU),27,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
955,Rock-A-My-Soul,35,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
956,"Saints Hallelujah, The",27,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
957,Saints in Concert,49,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
951,Old Scottish Melody (Auld Lang Syne),15,14,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-06 14:51:08.697415+00,,,,
958,"Salute to Spike Jones, A",31,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
959,Saturday in the Park II (jazz),27,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
960,Scenes from Operaland,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
961,See the USA in Your Chevrolet,6,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
962,Sesame Street Showcase,19,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
963,Shenandoah,35,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
964,Silent Night,6,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
965,Sing of Christmas,27,26,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
966,Slide Frog Slide,4,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
967,"Sousa Collection, A",3,30,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
968,Sponge Bob Square Pants,32,11,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
970,Star Spangled Banner - Morning Colors,26,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
971,Star Spangled Banner A-flat,33,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
972,Star Spangled Banner Finale (Lanswingers c,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
973,Star Wars Fanfare,11,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
974,Sweet Georgia Brown,4,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
975,Symphonic Prelude on Black is the Color of My True Love's Hair,29,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
976,Three Nativity Carols,5,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
977,Twelve Days of Christmas - jazz band Kento,6,15,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
978,Twentiana,11,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
979,Two on the Aisle,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
980,Variations of a Hymn of Louis Bourgeois,4,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
981,Vincent Youmans Fantasy,1,16,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
982,Western Michigan WMU Fight Song,26,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
983,When the Saints Go Marching In,4,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
984,White Christmas,12,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
985,Wonderful World,4,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
986,Yesterdays (for brass),28,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
987,"Rigoletto, Quartet from",,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
988,"Lost Chord, The",,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
989,Divertimento No. 14 in B-flat,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
990,Shepherd's Hey,13,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
991,Nur Immer Lustig,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
992,American Fanfare,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
993,Prelude on Three Welsh Hymn Tunes,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
994,Nessun Dorma,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
995,Lansing State Journal March,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
996,Nitro,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
997,A Movement for Rosa,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
998,"Swing Low, Sweet Chariot",,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
999,Highlights from Wicked,,,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1000,"zzzNew Music, edit this",0,0,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1001,Be Thou My Vision,60,1,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1002,Presidential Polonaise,60,2,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1003,"British Heritage, A",60,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1004,King Karl King,60,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1005,Symphonic Beatles,35,27,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1006,"Leroy Anderson Portrait, A",4,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1008,January February March,2,40,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1009,"On This Day, Earth Shall Ring",30,12,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1010,In the Bleak Midwinter,30,13,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1011,Old Brenton Carol,30,14,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1012,Have Yourself a Merry Little Christmas,13,18,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1015,Brazil,99,99,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1016,Fanfare on Adeste Fidelis,30,19,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1017,Carol of the Bells,99,99,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1018,Warsaw Concerto,60,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1019,Full Tilt,60,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1020,Grand and Rapid,61,3,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1021,Michigan Morn,61,4,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1022,Padstow Lifeboat,61,6,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1023,Wondrous Love,61,7,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1024,Vienna Philharmonic Fanfare,61,8,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1025,Pennywhistle Jig,9,23,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1026,Holiday Cheer,30,20,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1027,Pacem,61,10,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1029,Allegro con brio (from Quintet in Bb Major),61,5,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1031,Old Ironsides,99,99,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1032,Barnacle Bill the Sailor,0,0,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1033,Clarinet Polka,0,0,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1034,Over the Rainbow,0,0,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1035,Casey at the Bat,99,99,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1036,Dancing Day,99,99,,,,,,"",,,,,,,,,,"",2025-07-03 04:00:00+00,2025-07-03 04:00:00+00,,,,
1007,Young Person's Guide to John Williams,4,21,"","",,,,"",,,,,,,,,f,"1. Prologue from ""Hook"", 2. Hedwig's Theme from ""Harry Potter"", 3. Theme from E.T., 4. Raider's March from ""Raiders of the Lost Ark""",2025-07-03 04:00:00+00,2025-07-04 16:34:29.068971+00,,,,
1013,White Christmas,15,22,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-04 18:22:22.518569+00,,,,
969,Star Spangled Banner,38,21,"","",1954,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-04 18:04:42.118836+00,,,8,
1028,"Charlie Brown Christmas, A",30,21,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-04 18:21:16.05683+00,,,,
1030,Cloudburst,99,99,"","",,,,"",,,,,,,,,f,"",2025-07-03 04:00:00+00,2025-07-05 15:49:52.127395+00,,,,
363,When you Wish Upon a Star,3,37,"","",,,,"",,,,,,,,,f,"From the movie ""Disney's Pinocchio""",2025-07-03 04:00:00+00,2025-07-06 14:44:43.992756+00,,,,
